,ID,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19
311,3,-73.0,-77.0,-74.0,-78.0,-67.0,-62.0,-80.0,-69.0,-58.0,-61.0,-70.0,-72.0,-75.0,-64.0,-54.0,-61.0,-66.0,-64.0,-72.0
312,3,-71.0,-57.0,-50.0,-72.0,-59.0,-55.0,-65.0,-68.0,-60.0,-71.0,-59.0,-59.0,-68.0,-65.0,-68.0,-72.0,-70.0,-71.0,-69.0
312,3,-72.0,-79.0,-79.0,-78.0,-73.0,-64.0,-76.0,-69.0,-59.0,-64.0,-70.0,-75.0,-71.0,-66.0,-61.0,-60.0,-66.0,-69.0,-71.0
313,3,-71.0,-57.0,-50.0,-72.0,-59.0,-55.0,-65.0,-68.0,-60.0,-71.0,-59.0,-59.0,-68.0,-65.0,-68.0,-72.0,-70.0,-71.0,-69.0
313,3,-72.0,-79.0,-79.0,-78.0,-73.0,-64.0,-76.0,-69.0,-59.0,-64.0,-70.0,-75.0,-71.0,-66.0,-61.0,-60.0,-66.0,-69.0,-71.0
314,3,-71.0,-57.0,-50.0,-72.0,-59.0,-55.0,-65.0,-68.0,-60.0,-71.0,-59.0,-59.0,-68.0,-65.0,-68.0,-72.0,-70.0,-71.0,-69.0
314,3,-72.0,-79.0,-79.0,-78.0,-73.0,-64.0,-76.0,-69.0,-59.0,-64.0,-70.0,-75.0,-71.0,-66.0,-61.0,-60.0,-66.0,-69.0,-71.0
315,3,-71.0,-57.0,-50.0,-72.0,-59.0,-55.0,-65.0,-68.0,-60.0,-71.0,-59.0,-59.0,-68.0,-65.0,-68.0,-72.0,-70.0,-71.0,-69.0
315,3,-64.0,-80.0,-76.0,-71.0,-71.0,-63.0,-71.0,-68.0,-57.0,-62.0,-70.0,-79.0,-74.0,-69.0,-58.0,-52.0,-63.0,-57.0,-71.0
316,3,-71.0,-57.0,-50.0,-72.0,-59.0,-55.0,-65.0,-68.0,-60.0,-71.0,-59.0,-59.0,-68.0,-65.0,-68.0,-72.0,-70.0,-71.0,-69.0
316,3,-64.0,-80.0,-76.0,-71.0,-71.0,-63.0,-71.0,-68.0,-57.0,-62.0,-70.0,-79.0,-74.0,-69.0,-58.0,-52.0,-63.0,-57.0,-71.0
317,3,-68.0,-73.0,-75.0,-73.0,-69.0,-66.0,-66.0,-66.0,-62.0,-64.0,-70.0,-77.0,-75.0,-61.0,-57.0,-57.0,-66.0,-59.0,-63.0
317,3,-72.0,-59.0,-54.0,-68.0,-67.0,-61.0,-64.0,-65.0,-57.0,-68.0,-60.0,-63.0,-45.0,,-70.0,-76.0,-72.0,-45.0,-67.0
318,3,-68.0,-73.0,-75.0,-73.0,-69.0,-66.0,-66.0,-66.0,-62.0,-64.0,-70.0,-77.0,-75.0,-61.0,-57.0,-57.0,-66.0,-59.0,-63.0
318,3,-72.0,-59.0,-54.0,-68.0,-67.0,-61.0,-64.0,-65.0,-57.0,-68.0,-60.0,-63.0,-45.0,,-70.0,-76.0,-72.0,-45.0,-67.0
319,3,-72.0,-59.0,-54.0,-68.0,-67.0,-61.0,-64.0,-65.0,-57.0,-68.0,-60.0,-63.0,-45.0,,-70.0,-76.0,-72.0,-45.0,-67.0
319,3,-66.0,-78.0,-79.0,-72.0,-69.0,-90.0,-74.0,-63.0,-57.0,-59.0,-77.0,-89.0,-72.0,-90.0,-54.0,-57.0,-76.0,-64.0,-70.0
320,3,-72.0,-59.0,-54.0,-68.0,-67.0,-61.0,-64.0,-65.0,-57.0,-68.0,-60.0,-63.0,-45.0,,-70.0,-76.0,-72.0,-45.0,-67.0
320,3,-66.0,-78.0,-79.0,-72.0,-69.0,-90.0,-74.0,-63.0,-57.0,-59.0,-77.0,-89.0,-72.0,-90.0,-54.0,-57.0,-76.0,-64.0,-70.0
321,3,-72.0,-59.0,-54.0,-68.0,-67.0,-61.0,-64.0,-65.0,-57.0,-68.0,-60.0,-63.0,-45.0,,-70.0,-76.0,-72.0,-45.0,-67.0
321,3,-76.0,-78.0,-79.0,-72.0,-71.0,-65.0,-64.0,-63.0,-62.0,-64.0,-71.0,-89.0,-71.0,-62.0,-51.0,-55.0,-66.0,-67.0,-66.0
322,3,-72.0,-59.0,-54.0,-68.0,-67.0,-61.0,-64.0,-65.0,-57.0,-68.0,-60.0,-63.0,-45.0,,-70.0,-76.0,-72.0,-45.0,-67.0
322,3,-76.0,-78.0,-79.0,-72.0,-71.0,-65.0,-64.0,-63.0,-62.0,-64.0,-71.0,-89.0,-71.0,-62.0,-51.0,-55.0,-66.0,-67.0,-66.0
323,3,-70.0,-78.0,-79.0,-73.0,-71.0,-71.0,-64.0,-88.0,-60.0,-63.0,-77.0,-70.0,-71.0,-66.0,-56.0,-57.0,-64.0,-55.0,-66.0
323,3,-72.0,-59.0,-54.0,-68.0,-67.0,-61.0,-64.0,-65.0,-57.0,-68.0,-60.0,-63.0,-45.0,,-70.0,-76.0,-72.0,-45.0,-67.0
324,3,-72.0,-59.0,-54.0,-68.0,-67.0,-61.0,-64.0,-65.0,-57.0,-68.0,-60.0,-63.0,-45.0,,-70.0,-76.0,-72.0,-45.0,-67.0
324,3,-70.0,-78.0,-79.0,-73.0,-71.0,-71.0,-64.0,-88.0,-60.0,-63.0,-77.0,-70.0,-71.0,-66.0,-56.0,-57.0,-64.0,-55.0,-66.0
325,3,-70.0,-78.0,-79.0,-73.0,-71.0,-71.0,-64.0,-88.0,-60.0,-63.0,-77.0,-70.0,-71.0,-66.0,-56.0,-57.0,-64.0,-55.0,-66.0
325,3,-72.0,-59.0,-54.0,-68.0,-67.0,-61.0,-64.0,-65.0,-57.0,-68.0,-60.0,-63.0,-45.0,,-70.0,-76.0,-72.0,-45.0,-67.0
326,3,-69.0,-56.0,-49.0,-62.0,-68.0,-59.0,-55.0,-71.0,-53.0,,-68.0,-54.0,-72.0,-71.0,-75.0,-77.0,-76.0,-68.0,-72.0
326,3,-70.0,-78.0,-79.0,-72.0,-68.0,-59.0,-64.0,-76.0,-63.0,-63.0,-77.0,-70.0,-71.0,-66.0,-53.0,-57.0,-64.0,-70.0,-66.0
327,3,-69.0,-56.0,-49.0,-62.0,-68.0,-59.0,-55.0,-71.0,-53.0,,-68.0,-54.0,-72.0,-71.0,-75.0,-77.0,-76.0,-68.0,-72.0
327,3,-70.0,-78.0,-79.0,-72.0,-68.0,-59.0,-64.0,-76.0,-63.0,-63.0,-77.0,-70.0,-71.0,-66.0,-53.0,-57.0,-64.0,-70.0,-66.0
328,3,-69.0,-56.0,-49.0,-62.0,-68.0,-59.0,-55.0,-71.0,-53.0,,-68.0,-54.0,-72.0,-71.0,-75.0,-77.0,-76.0,-68.0,-72.0
328,3,-70.0,-67.0,-74.0,-75.0,-68.0,-62.0,-64.0,-73.0,-56.0,-64.0,-73.0,-71.0,-70.0,-60.0,-59.0,-57.0,-67.0,-61.0,-66.0
329,3,-70.0,-67.0,-74.0,-75.0,-68.0,-62.0,-64.0,-73.0,-56.0,-64.0,-73.0,-71.0,-70.0,-60.0,-59.0,-57.0,-67.0,-61.0,-66.0
329,3,-69.0,-56.0,-49.0,-62.0,-68.0,-59.0,-55.0,-71.0,-53.0,,-68.0,-54.0,-72.0,-71.0,-75.0,-77.0,-76.0,-68.0,-72.0
330,3,-69.0,-56.0,-49.0,-62.0,-68.0,-59.0,-55.0,-71.0,-53.0,,-68.0,-54.0,-72.0,-71.0,-75.0,-77.0,-76.0,-68.0,-72.0
330,3,-72.0,-67.0,-74.0,-71.0,-65.0,-63.0,-77.0,-73.0,-62.0,-64.0,-73.0,-71.0,-71.0,-62.0,-62.0,-57.0,-67.0,-58.0,-66.0
331,3,-69.0,-56.0,-49.0,-62.0,-68.0,-59.0,-55.0,-71.0,-53.0,,-68.0,-54.0,-72.0,-71.0,-75.0,-77.0,-76.0,-68.0,-72.0
331,3,-72.0,-67.0,-74.0,-71.0,-65.0,-63.0,-77.0,-73.0,-62.0,-64.0,-73.0,-71.0,-71.0,-62.0,-62.0,-57.0,-67.0,-58.0,-66.0
332,3,-71.0,-66.0,-74.0,-75.0,-66.0,-61.0,-76.0,-73.0,-67.0,-66.0,-73.0,-72.0,-80.0,-61.0,-63.0,-56.0,-63.0,-61.0,-66.0
332,3,-69.0,-56.0,-49.0,-62.0,-68.0,-59.0,-55.0,-71.0,-53.0,,-68.0,-54.0,-72.0,-71.0,-75.0,-77.0,-76.0,-68.0,-72.0
333,3,-69.0,-56.0,-49.0,-62.0,-68.0,-59.0,-55.0,-71.0,-53.0,,-68.0,-54.0,-72.0,-71.0,-75.0,-77.0,-76.0,-68.0,-72.0
333,3,-71.0,-66.0,-74.0,-75.0,-66.0,-61.0,-76.0,-73.0,-67.0,-66.0,-73.0,-72.0,-80.0,-61.0,-63.0,-56.0,-63.0,-61.0,-66.0
334,3,-69.0,-56.0,-49.0,-62.0,-68.0,-59.0,-55.0,-71.0,-53.0,,-68.0,-54.0,-72.0,-71.0,-75.0,-77.0,-76.0,-68.0,-72.0
334,3,-71.0,-66.0,-74.0,-75.0,-66.0,-61.0,-76.0,-73.0,-67.0,-66.0,-73.0,-72.0,-80.0,-61.0,-63.0,-56.0,-63.0,-61.0,-66.0
335,3,-75.0,-72.0,-81.0,-68.0,-68.0,-66.0,-74.0,-79.0,-54.0,-69.0,-78.0,-70.0,-72.0,-67.0,-54.0,-51.0,-68.0,-59.0,-63.0
335,3,-73.0,-50.0,-51.0,-58.0,-70.0,-56.0,-57.0,-64.0,-60.0,-68.0,-67.0,-61.0,-73.0,-66.0,-69.0,-70.0,-77.0,-69.0,-75.0
336,3,-73.0,-50.0,-51.0,-58.0,-70.0,-56.0,-57.0,-64.0,-60.0,-68.0,-67.0,-61.0,-73.0,-66.0,-69.0,-70.0,-77.0,-69.0,-75.0
336,3,-75.0,-72.0,-81.0,-68.0,-68.0,-66.0,-74.0,-79.0,-54.0,-69.0,-78.0,-70.0,-72.0,-67.0,-54.0,-51.0,-68.0,-59.0,-63.0
337,3,-73.0,-50.0,-51.0,-58.0,-70.0,-56.0,-57.0,-64.0,-60.0,-68.0,-67.0,-61.0,-73.0,-66.0,-69.0,-70.0,-77.0,-69.0,-75.0
337,3,-75.0,-89.0,-76.0,-76.0,-71.0,-64.0,-71.0,-77.0,-54.0,-69.0,-71.0,-73.0,-72.0,-63.0,-54.0,-54.0,-66.0,-62.0,-61.0
338,3,-73.0,-50.0,-51.0,-58.0,-70.0,-56.0,-57.0,-64.0,-60.0,-68.0,-67.0,-61.0,-73.0,-66.0,-69.0,-70.0,-77.0,-69.0,-75.0
338,3,-75.0,-89.0,-76.0,-76.0,-71.0,-64.0,-71.0,-77.0,-54.0,-69.0,-71.0,-73.0,-72.0,-63.0,-54.0,-54.0,-66.0,-62.0,-61.0
339,3,-73.0,-50.0,-51.0,-58.0,-70.0,-56.0,-57.0,-64.0,-60.0,-68.0,-67.0,-61.0,-73.0,-66.0,-69.0,-70.0,-77.0,-69.0,-75.0
339,3,-75.0,-89.0,-74.0,-73.0,-71.0,-63.0,-68.0,-69.0,-54.0,-70.0,-73.0,-73.0,-72.0,-67.0,-54.0,-58.0,-66.0,-63.0,-61.0
340,3,-73.0,-50.0,-51.0,-58.0,-70.0,-56.0,-57.0,-64.0,-60.0,-68.0,-67.0,-61.0,-73.0,-66.0,-69.0,-70.0,-77.0,-69.0,-75.0
340,3,-75.0,-89.0,-74.0,-73.0,-71.0,-63.0,-68.0,-69.0,-54.0,-70.0,-73.0,-73.0,-72.0,-67.0,-54.0,-58.0,-66.0,-63.0,-61.0
341,3,-67.0,-77.0,-74.0,-79.0,-73.0,-63.0,-71.0,-66.0,-59.0,-65.0,-77.0,-73.0,-71.0,-65.0,-54.0,-56.0,-68.0,-66.0,-65.0
341,3,-73.0,-50.0,-51.0,-58.0,-70.0,-56.0,-57.0,-64.0,-60.0,-68.0,-67.0,-61.0,-73.0,-66.0,-69.0,-70.0,-77.0,-69.0,-75.0
342,3,-73.0,-50.0,-51.0,-58.0,-70.0,-56.0,-57.0,-64.0,-60.0,-68.0,-67.0,-61.0,-73.0,-66.0,-69.0,-70.0,-77.0,-69.0,-75.0
342,3,-67.0,-77.0,-74.0,-79.0,-73.0,-63.0,-71.0,-66.0,-59.0,-65.0,-77.0,-73.0,-71.0,-65.0,-54.0,-56.0,-68.0,-66.0,-65.0
343,3,-70.0,-77.0,-74.0,-77.0,-70.0,-63.0,-76.0,-68.0,-57.0,-66.0,-74.0,-73.0,-71.0,-62.0,-59.0,-59.0,-68.0,-66.0,-65.0
343,3,-66.0,-55.0,-53.0,-62.0,-60.0,-55.0,-63.0,-72.0,-62.0,-70.0,-70.0,-53.0,-67.0,-80.0,-69.0,-71.0,-74.0,-68.0,-70.0
344,3,-70.0,-77.0,-74.0,-77.0,-70.0,-63.0,-76.0,-68.0,-57.0,-66.0,-74.0,-73.0,-71.0,-62.0,-59.0,-59.0,-68.0,-66.0,-65.0
344,3,-66.0,-55.0,-53.0,-62.0,-60.0,-55.0,-63.0,-72.0,-62.0,-70.0,-70.0,-53.0,-67.0,-80.0,-69.0,-71.0,-74.0,-68.0,-70.0
345,3,-66.0,-55.0,-53.0,-62.0,-60.0,-55.0,-63.0,-72.0,-62.0,-70.0,-70.0,-53.0,-67.0,-80.0,-69.0,-71.0,-74.0,-68.0,-70.0
345,3,-70.0,-77.0,-74.0,-77.0,-70.0,-63.0,-76.0,-68.0,-57.0,-66.0,-74.0,-73.0,-71.0,-62.0,-59.0,-59.0,-68.0,-66.0,-65.0
346,3,-66.0,-55.0,-53.0,-62.0,-60.0,-55.0,-63.0,-72.0,-62.0,-70.0,-70.0,-53.0,-67.0,-80.0,-69.0,-71.0,-74.0,-68.0,-70.0
346,3,-70.0,-80.0,-74.0,-74.0,-70.0,-60.0,-76.0,-67.0,-56.0,-62.0,-74.0,-73.0,-71.0,-60.0,-57.0,-56.0,-64.0,-66.0,-65.0
347,3,-66.0,-55.0,-53.0,-62.0,-60.0,-55.0,-63.0,-72.0,-62.0,-70.0,-70.0,-53.0,-67.0,-80.0,-69.0,-71.0,-74.0,-68.0,-70.0
347,3,-70.0,-80.0,-74.0,-74.0,-70.0,-60.0,-76.0,-67.0,-56.0,-62.0,-74.0,-73.0,-71.0,-60.0,-57.0,-56.0,-64.0,-66.0,-65.0
348,3,-66.0,-55.0,-53.0,-62.0,-60.0,-55.0,-63.0,-72.0,-62.0,-70.0,-70.0,-53.0,-67.0,-80.0,-69.0,-71.0,-74.0,-68.0,-70.0
348,3,-72.0,-80.0,-74.0,-75.0,-69.0,-64.0,-72.0,-67.0,-60.0,-61.0,-73.0,-82.0,-68.0,-59.0,-53.0,-54.0,-69.0,-67.0,-71.0
349,3,-72.0,-80.0,-74.0,-75.0,-69.0,-64.0,-72.0,-67.0,-60.0,-61.0,-73.0,-82.0,-68.0,-59.0,-53.0,-54.0,-69.0,-67.0,-71.0
349,3,-66.0,-55.0,-53.0,-62.0,-60.0,-55.0,-63.0,-72.0,-62.0,-70.0,-70.0,-53.0,-67.0,-80.0,-69.0,-71.0,-74.0,-68.0,-70.0
350,3,-72.0,-75.0,-72.0,-74.0,-67.0,-64.0,-76.0,-72.0,-57.0,-61.0,-72.0,-82.0,-68.0,-69.0,-55.0,-56.0,-69.0,-72.0,-71.0
350,3,-66.0,-55.0,-53.0,-62.0,-60.0,-55.0,-63.0,-72.0,-62.0,-70.0,-70.0,-53.0,-67.0,-80.0,-69.0,-71.0,-74.0,-68.0,-70.0
351,3,-72.0,-75.0,-72.0,-74.0,-67.0,-64.0,-76.0,-72.0,-57.0,-61.0,-72.0,-82.0,-68.0,-69.0,-55.0,-56.0,-69.0,-72.0,-71.0
351,3,,-53.0,-53.0,-62.0,-70.0,-54.0,-61.0,-66.0,-60.0,,-65.0,-65.0,-69.0,,-63.0,-76.0,,-64.0,-63.0
352,3,,-53.0,-53.0,-62.0,-70.0,-54.0,-61.0,-66.0,-60.0,,-65.0,-65.0,-69.0,,-63.0,-76.0,,-64.0,-63.0
352,3,-72.0,-75.0,-72.0,-74.0,-67.0,-64.0,-76.0,-72.0,-57.0,-61.0,-72.0,-82.0,-68.0,-69.0,-55.0,-56.0,-69.0,-72.0,-71.0
353,3,-68.0,-75.0,-78.0,-79.0,-74.0,-67.0,-73.0,-72.0,-55.0,-70.0,-72.0,-76.0,-71.0,-69.0,-63.0,-57.0,-66.0,-59.0,-66.0
353,3,,-53.0,-53.0,-62.0,-70.0,-54.0,-61.0,-66.0,-60.0,,-65.0,-65.0,-69.0,,-63.0,-76.0,,-64.0,-63.0
354,3,-60.0,-75.0,-78.0,-76.0,-69.0,-63.0,-70.0,-66.0,-60.0,-64.0,-79.0,-76.0,-69.0,-63.0,-55.0,-53.0,-65.0,-58.0,-65.0
354,3,,-53.0,-53.0,-62.0,-70.0,-54.0,-61.0,-66.0,-60.0,,-65.0,-65.0,-69.0,,-63.0,-76.0,,-64.0,-63.0
355,3,-60.0,-75.0,-78.0,-76.0,-69.0,-63.0,-70.0,-66.0,-60.0,-64.0,-79.0,-76.0,-69.0,-63.0,-55.0,-53.0,-65.0,-58.0,-65.0
355,3,,-53.0,-53.0,-62.0,-70.0,-54.0,-61.0,-66.0,-60.0,,-65.0,-65.0,-69.0,,-63.0,-76.0,,-64.0,-63.0
356,3,,-53.0,-53.0,-62.0,-70.0,-54.0,-61.0,-66.0,-60.0,,-65.0,-65.0,-69.0,,-63.0,-76.0,,-64.0,-63.0
356,3,-60.0,-75.0,-78.0,-76.0,-69.0,-63.0,-70.0,-66.0,-60.0,-64.0,-79.0,-76.0,-69.0,-63.0,-55.0,-53.0,-65.0,-58.0,-65.0
357,3,-60.0,-77.0,-78.0,-70.0,-71.0,-62.0,-68.0,-64.0,-59.0,-64.0,-79.0,-74.0,-69.0,-73.0,-53.0,-56.0,-52.0,-58.0,-65.0
357,3,,-53.0,-53.0,-62.0,-70.0,-54.0,-61.0,-66.0,-60.0,,-65.0,-65.0,-69.0,,-63.0,-76.0,,-64.0,-63.0
358,3,-60.0,-77.0,-78.0,-70.0,-71.0,-62.0,-68.0,-64.0,-59.0,-64.0,-79.0,-74.0,-69.0,-73.0,-53.0,-56.0,-52.0,-58.0,-65.0
358,3,,-53.0,-53.0,-62.0,-70.0,-54.0,-61.0,-66.0,-60.0,,-65.0,-65.0,-69.0,,-63.0,-76.0,,-64.0,-63.0
359,3,-70.0,-75.0,-78.0,-72.0,-71.0,-62.0,-68.0,-64.0,-61.0,-66.0,-72.0,-74.0,-67.0,-67.0,-50.0,-59.0,-68.0,-62.0,-71.0
359,3,-77.0,-60.0,-53.0,-67.0,-65.0,-58.0,-63.0,-65.0,-56.0,-74.0,-65.0,-63.0,-67.0,-76.0,-71.0,-72.0,-73.0,-64.0,-64.0
360,3,-70.0,-75.0,-78.0,-72.0,-71.0,-62.0,-68.0,-64.0,-61.0,-66.0,-72.0,-74.0,-67.0,-67.0,-50.0,-59.0,-68.0,-62.0,-71.0
360,3,-77.0,-60.0,-53.0,-67.0,-65.0,-58.0,-63.0,-65.0,-56.0,-74.0,-65.0,-63.0,-67.0,-76.0,-71.0,-72.0,-73.0,-64.0,-64.0
361,3,-68.0,-76.0,-78.0,-71.0,-71.0,-66.0,-74.0,-69.0,-67.0,-62.0,-72.0,-75.0,-78.0,-63.0,-59.0,-59.0,-69.0,-59.0,-69.0
361,3,-77.0,-60.0,-53.0,-67.0,-65.0,-58.0,-63.0,-65.0,-56.0,-74.0,-65.0,-63.0,-67.0,-76.0,-71.0,-72.0,-73.0,-64.0,-64.0
362,3,-68.0,-76.0,-78.0,-71.0,-71.0,-66.0,-74.0,-69.0,-67.0,-62.0,-72.0,-75.0,-78.0,-63.0,-59.0,-59.0,-69.0,-59.0,-69.0
362,3,-77.0,-60.0,-53.0,-67.0,-65.0,-58.0,-63.0,-65.0,-56.0,-74.0,-65.0,-63.0,-67.0,-76.0,-71.0,-72.0,-73.0,-64.0,-64.0
363,3,-77.0,-60.0,-53.0,-67.0,-65.0,-58.0,-63.0,-65.0,-56.0,-74.0,-65.0,-63.0,-67.0,-76.0,-71.0,-72.0,-73.0,-64.0,-64.0
363,3,-75.0,-76.0,-78.0,-72.0,-69.0,-61.0,-74.0,-69.0,-59.0,-62.0,-72.0,-75.0,-78.0,-66.0,-55.0,-56.0,-69.0,-59.0,-69.0
364,3,-75.0,-76.0,-78.0,-72.0,-69.0,-61.0,-74.0,-69.0,-59.0,-62.0,-72.0,-75.0,-78.0,-66.0,-55.0,-56.0,-69.0,-59.0,-69.0
364,3,-77.0,-60.0,-53.0,-67.0,-65.0,-58.0,-63.0,-65.0,-56.0,-74.0,-65.0,-63.0,-67.0,-76.0,-71.0,-72.0,-73.0,-64.0,-64.0
365,3,-75.0,-69.0,,-72.0,-67.0,-61.0,-76.0,-77.0,-55.0,-62.0,-72.0,-68.0,-75.0,-59.0,-58.0,-59.0,-66.0,-58.0,-66.0
365,3,-77.0,-60.0,-53.0,-67.0,-65.0,-58.0,-63.0,-65.0,-56.0,-74.0,-65.0,-63.0,-67.0,-76.0,-71.0,-72.0,-73.0,-64.0,-64.0
366,3,-75.0,-69.0,,-72.0,-67.0,-61.0,-76.0,-77.0,-55.0,-62.0,-72.0,-68.0,-75.0,-59.0,-58.0,-59.0,-66.0,-58.0,-66.0
366,3,-77.0,-60.0,-53.0,-67.0,-65.0,-58.0,-63.0,-65.0,-56.0,-74.0,-65.0,-63.0,-67.0,-76.0,-71.0,-72.0,-73.0,-64.0,-64.0
367,3,-75.0,-69.0,,-72.0,-67.0,-61.0,-76.0,-77.0,-55.0,-62.0,-72.0,-68.0,-75.0,-59.0,-58.0,-59.0,-66.0,-58.0,-66.0
367,3,-77.0,-60.0,-53.0,-67.0,-65.0,-58.0,-63.0,-65.0,-56.0,-74.0,-65.0,-63.0,-67.0,-76.0,-71.0,-72.0,-73.0,-64.0,-64.0
368,3,-75.0,-69.0,,-71.0,-89.0,-64.0,-76.0,-77.0,-64.0,-63.0,-79.0,-68.0,-75.0,-60.0,-63.0,-57.0,-67.0,-56.0,-66.0
368,3,-64.0,-54.0,-55.0,-61.0,-67.0,,-56.0,-70.0,-66.0,-75.0,,-70.0,-72.0,-76.0,,-77.0,-75.0,-67.0,-76.0
369,3,-76.0,-69.0,-74.0,-72.0,-90.0,-63.0,-75.0,-82.0,-60.0,-63.0,-79.0,-71.0,-70.0,-60.0,-60.0,-55.0,-69.0,-56.0,-68.0
369,3,-64.0,-54.0,-55.0,-61.0,-67.0,,-56.0,-70.0,-66.0,-75.0,,-70.0,-72.0,-76.0,,-77.0,-75.0,-67.0,-76.0
370,3,-76.0,-69.0,-74.0,-72.0,-90.0,-63.0,-75.0,-82.0,-60.0,-63.0,-79.0,-71.0,-70.0,-60.0,-60.0,-55.0,-69.0,-56.0,-68.0
370,3,-64.0,-54.0,-55.0,-61.0,-67.0,,-56.0,-70.0,-66.0,-75.0,,-70.0,-72.0,-76.0,,-77.0,-75.0,-67.0,-76.0
371,3,-76.0,-69.0,-75.0,-71.0,-65.0,-72.0,-75.0,-82.0,-59.0,-63.0,-79.0,-71.0,-70.0,-66.0,-82.0,-56.0,-69.0,-61.0,-67.0
371,3,-64.0,-54.0,-55.0,-61.0,-67.0,,-56.0,-70.0,-66.0,-75.0,,-70.0,-72.0,-76.0,,-77.0,-75.0,-67.0,-76.0
372,3,-76.0,-69.0,-75.0,-71.0,-65.0,-72.0,-75.0,-82.0,-59.0,-63.0,-79.0,-71.0,-70.0,-66.0,-82.0,-56.0,-69.0,-61.0,-67.0
372,3,-64.0,-54.0,-55.0,-61.0,-67.0,,-56.0,-70.0,-66.0,-75.0,,-70.0,-72.0,-76.0,,-77.0,-75.0,-67.0,-76.0
373,3,-76.0,-70.0,-75.0,-67.0,-68.0,-69.0,-74.0,-82.0,-55.0,-68.0,-81.0,-71.0,-74.0,-64.0,-54.0,-52.0,-71.0,-59.0,-63.0
373,3,-64.0,-54.0,-55.0,-61.0,-67.0,,-56.0,-70.0,-66.0,-75.0,,-70.0,-72.0,-76.0,,-77.0,-75.0,-67.0,-76.0
374,3,,,,,,,,,,,,,,,,,,,
374,3,-64.0,-54.0,-55.0,-61.0,-67.0,,-56.0,-70.0,-66.0,-75.0,,-70.0,-72.0,-76.0,,-77.0,-75.0,-67.0,-76.0
375,3,-64.0,-54.0,-55.0,-61.0,-67.0,,-56.0,-70.0,-66.0,-75.0,,-70.0,-72.0,-76.0,,-77.0,-75.0,-67.0,-76.0
375,4,-77.0,-81.0,-75.0,-71.0,-72.0,-63.0,-70.0,-77.0,-66.0,-71.0,-71.0,-71.0,-74.0,-66.0,-54.0,-54.0,-73.0,-59.0,-62.0
376,4,-77.0,-81.0,-75.0,-71.0,-72.0,-63.0,-70.0,-77.0,-66.0,-71.0,-71.0,-71.0,-74.0,-66.0,-54.0,-54.0,-73.0,-59.0,-62.0
376,3,,,,,,,,,,,,,,,,,,,
377,4,-68.0,-64.0,-48.0,-59.0,-71.0,-58.0,-59.0,-66.0,-68.0,-73.0,-68.0,-65.0,-73.0,-68.0,-79.0,-75.0,,-66.0,-73.0
377,4,-77.0,-88.0,-66.0,-89.0,-90.0,-67.0,-76.0,-72.0,-61.0,-90.0,-75.0,-68.0,-70.0,-68.0,-53.0,-51.0,-67.0,-63.0,-62.0
378,4,-68.0,-64.0,-48.0,-59.0,-71.0,-58.0,-59.0,-66.0,-68.0,-73.0,-68.0,-65.0,-73.0,-68.0,-79.0,-75.0,,-66.0,-73.0
378,4,-77.0,-88.0,-66.0,-89.0,-90.0,-67.0,-76.0,-72.0,-61.0,-90.0,-75.0,-68.0,-70.0,-68.0,-53.0,-51.0,-67.0,-63.0,-62.0
379,4,-68.0,-64.0,-48.0,-59.0,-71.0,-58.0,-59.0,-66.0,-68.0,-73.0,-68.0,-65.0,-73.0,-68.0,-79.0,-75.0,,-66.0,-73.0
379,4,-77.0,-66.0,-62.0,-68.0,-90.0,-65.0,-80.0,-74.0,-57.0,-87.0,-75.0,-70.0,-70.0,-68.0,-57.0,-51.0,-69.0,-63.0,-64.0
380,4,-68.0,-64.0,-48.0,-59.0,-71.0,-58.0,-59.0,-66.0,-68.0,-73.0,-68.0,-65.0,-73.0,-68.0,-79.0,-75.0,,-66.0,-73.0
380,4,-77.0,-66.0,-62.0,-68.0,-90.0,-65.0,-80.0,-74.0,-57.0,-87.0,-75.0,-70.0,-70.0,-68.0,-57.0,-51.0,-69.0,-63.0,-64.0
381,4,-68.0,-64.0,-48.0,-59.0,-71.0,-58.0,-59.0,-66.0,-68.0,-73.0,-68.0,-65.0,-73.0,-68.0,-79.0,-75.0,,-66.0,-73.0
381,4,-74.0,-67.0,-67.0,-67.0,-70.0,-65.0,-77.0,-74.0,-60.0,-68.0,-76.0,-70.0,-70.0,-68.0,-57.0,-50.0,-69.0,-62.0,-62.0
382,4,-74.0,-67.0,-67.0,-67.0,-70.0,-65.0,-77.0,-74.0,-60.0,-68.0,-76.0,-70.0,-70.0,-68.0,-57.0,-50.0,-69.0,-62.0,-62.0
382,4,-68.0,-64.0,-48.0,-59.0,-71.0,-58.0,-59.0,-66.0,-68.0,-73.0,-68.0,-65.0,-73.0,-68.0,-79.0,-75.0,,-66.0,-73.0
383,4,-73.0,-65.0,-65.0,-68.0,-71.0,-90.0,-77.0,-74.0,-57.0,-66.0,-76.0,-70.0,-70.0,-68.0,-59.0,-51.0,-67.0,-90.0,-61.0
383,4,-68.0,-64.0,-48.0,-59.0,-71.0,-58.0,-59.0,-66.0,-68.0,-73.0,-68.0,-65.0,-73.0,-68.0,-79.0,-75.0,,-66.0,-73.0
